nextJobOne,state,city,CaBRating,CaVRating,jobId,numJobs,nextJobTwo,CORating,company,SLRating,WLBRating,title,id
prep cook,NC,Chapel Hill,4.1,4.1,19005,22,lead cook,3.4,Apple,3.5,3.3,Line Cook,13963
customer service representative,NC,Chapel Hill,4.1,4.1,34413,14,customer service,3.4,Apple,3.5,3.3,Host,13964
,NC,Chapel Hill,4.1,4.1,506282,9,,3.4,Apple,3.5,3.3,Hostess/Carside to Go,13965
receptionist,NC,Chapel Hill,4.1,4.1,62308,8,customer service representative,3.4,Apple,3.5,3.3,Bartender,13966
bus driver,NC,Chapel Hill,4.1,4.1,31940,4,customer service representative,3.4,Apple,3.5,3.3,Expeditor,13967
,NC,Chapel Hill,4.1,4.1,30488,3,,3.4,Apple,3.5,3.3,Solutions Architect,13968
cook,NC,Chapel Hill,4.1,4.1,60665,3,grill cook,3.4,Apple,3.5,3.3,Prep Cook,13969
,NC,Chapel Hill,4.1,4.1,21392,2,,3.4,Apple,3.5,3.3,Genius,13970
,NC,Chapel Hill,4.1,4.1,605825,2,,3.4,Apple,3.5,3.3,Apple Business Specialist,13971
,NC,Chapel Hill,4.1,4.1,9245,2,,3.4,Apple,3.5,3.3,Apple Expert,13972
,NC,Chapel Hill,4.1,4.1,70069,2,,3.4,Apple,3.5,3.3,Apple Retail,13973
,NC,Chapel Hill,4.1,4.1,9259,2,,3.4,Apple,3.5,3.3,Apple Specialist,13974
,NC,Chapel Hill,4.1,4.1,59883,2,,3.4,Apple,3.5,3.3,Creative,13975
manager,NC,Chapel Hill,4.1,4.1,30513,2,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,13976
customer service representative,NC,Chapel Hill,4.1,4.1,35961,2,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,13977
project manager,NC,Chapel Hill,4.1,4.1,62619,2,business development manager,3.4,Apple,3.5,3.3,Business Specialist,13978
,NC,Chapel Hill,4.1,4.1,160696,2,,3.4,Apple,3.5,3.3,Apple Creative,13979
analyst,NC,Chapel Hill,4.1,4.1,30663,2,senior analyst,3.4,Apple,3.5,3.3,Specialist,13980
business analyst,NC,Chapel Hill,4.1,4.1,31973,2,contractor,3.4,Apple,3.5,3.3,Expert,13981
,NC,Chapel Hill,4.1,4.1,66972,2,,3.4,Apple,3.5,3.3,Apple Genius,13982
administrative assistant,NC,Chapel Hill,4.1,4.1,10274,2,intern,3.4,Apple,3.5,3.3,Inventory Specialist,13983
,NC,Chapel Hill,4.1,4.1,319125,1,,3.4,Apple,3.5,3.3,Field Clinical Specialist,13984
surgical assistant,NC,Chapel Hill,4.1,4.1,6446,1,nurse practitioner,3.4,Apple,3.5,3.3,Clinical Specialist,13985
,NC,Chapel Hill,4.1,4.1,4279,1,,3.4,Apple,3.5,3.3,Software Engineer,13986
,NC,Chapel Hill,4.1,4.1,821146,1,,3.4,Apple,3.5,3.3,Mobile App Developer Android &amp; IOS,13987
diesel mechanic,NC,Chapel Hill,4.1,4.1,22539,1,diesel technician,3.4,Apple,3.5,3.3,Heavy Equipment Mechanic,13988
,NC,Chapel Hill,4.1,4.1,133237,1,,3.4,Apple,3.5,3.3,Software Engineering Summer Intern,13989
,NC,Chapel Hill,4.1,4.1,228700,1,,3.4,Apple,3.5,3.3,Software Developer - Ruby On Rails,13990
system administrator,NC,Chapel Hill,4.1,4.1,40834,1,contractor,3.4,Apple,3.5,3.3,Desktop Support Analyst,13991
staff accountant,NC,Chapel Hill,4.1,4.1,29106,1,financial advisor,3.4,Apple,3.5,3.3,Account Analyst,13992
research technician,NC,Chapel Hill,4.1,4.1,33482,1,administrative assistant,3.4,Apple,3.5,3.3,Research Specialist,13993
,NC,Chapel Hill,4.1,4.1,870103,1,,3.4,Apple,3.5,3.3,CNC Swiss Machinist,13994
,NC,Chapel Hill,4.1,4.1,826299,1,,3.4,Apple,3.5,3.3,General Utilities (Dishwasher),13995
,MI,Dearborn,4.1,4.1,9258,4,,3.4,Apple,3.5,3.3,Apple Solutions Consultant,13996
,MI,Dearborn,4.1,4.1,40353,4,,3.4,Apple,3.5,3.3,Design Studio Consultant,13997
,MI,Dearborn,4.1,4.1,21392,3,,3.4,Apple,3.5,3.3,Genius,13998
,MI,Dearborn,4.1,4.1,605825,3,,3.4,Apple,3.5,3.3,Apple Business Specialist,13999
,MI,Dearborn,4.1,4.1,9245,3,,3.4,Apple,3.5,3.3,Apple Expert,14000
,MI,Dearborn,4.1,4.1,9259,3,,3.4,Apple,3.5,3.3,Apple Specialist,14001
,MI,Dearborn,4.1,4.1,59883,3,,3.4,Apple,3.5,3.3,Creative,14002
manager,MI,Dearborn,4.1,4.1,30513,3,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14003
customer service representative,MI,Dearborn,4.1,4.1,35961,3,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14004
project manager,MI,Dearborn,4.1,4.1,62619,3,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14005
,MI,Dearborn,4.1,4.1,160696,3,,3.4,Apple,3.5,3.3,Apple Creative,14006
analyst,MI,Dearborn,4.1,4.1,30663,3,senior analyst,3.4,Apple,3.5,3.3,Specialist,14007
business analyst,MI,Dearborn,4.1,4.1,31973,3,contractor,3.4,Apple,3.5,3.3,Expert,14008
truck driver,MI,Dearborn,4.1,4.1,27030,3,warehouse supervisor,3.4,Apple,3.5,3.3,Forklift Operator,14009
,MI,Dearborn,4.1,4.1,674983,3,,3.4,Apple,3.5,3.3,Federal Financial Management Consultant,14010
,MI,Dearborn,4.1,4.1,66972,3,,3.4,Apple,3.5,3.3,Apple Genius,14011
administrative assistant,MI,Dearborn,4.1,4.1,10274,3,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14012
,MI,Dearborn,4.1,4.1,13495,2,,3.4,Apple,3.5,3.3,Membership Sales Representative,14013
,MI,Dearborn,4.1,4.1,40813,2,,3.4,Apple,3.5,3.3,Desktop Architect,14014
,MI,Dearborn,4.1,4.1,838482,2,,3.4,Apple,3.5,3.3,coordinateur prototype,14015
assistant escrow officer,MI,Dearborn,4.1,4.1,42756,2,loan processor,3.4,Apple,3.5,3.3,Escrow Assistant,14016
,MI,Dearborn,4.1,4.1,955580,2,,3.4,Apple,3.5,3.3,Prototype Build Engineer,14017
,MI,Dearborn,4.1,4.1,143623,2,,3.4,Apple,3.5,3.3,Process Quality Specialist,14018
assistant resident engineer,MI,Dearborn,4.1,4.1,50519,1,senior inspector,3.4,Apple,3.5,3.3,Resident Engineer,14019
customer service representative,MI,Dearborn,4.1,4.1,34413,1,customer service,3.4,Apple,3.5,3.3,Host,14020
general accountant,MI,Dearborn,4.1,4.1,45662,1,budget analyst,3.4,Apple,3.5,3.3,Cost Accountant,14021
mobile developer,MI,Dearborn,4.1,4.1,190122,1,software developer,3.4,Apple,3.5,3.3,IOS Developer,14022
executive administrative assistant,MI,Dearborn,4.1,4.1,55558,1,executive assistant,3.4,Apple,3.5,3.3,Project Coordinator,14023
,MI,Dearborn,4.1,4.1,76484,1,,3.4,Apple,3.5,3.3,"Analyst, Financial Planning and Analysis",14024
,MI,Dearborn,4.1,4.1,154729,1,,3.4,Apple,3.5,3.3,Food Specialist,14025
software developer,MI,Dearborn,4.1,4.1,109496,1,software engineer,3.4,Apple,3.5,3.3,Mobile Developer,14026
mobile developer,FL,Sarasota,4.1,4.1,190122,2,software developer,3.4,Apple,3.5,3.3,IOS Developer,14027
graduate student intern,FL,Sarasota,4.1,4.1,30971,2,graduate clinician,3.4,Apple,3.5,3.3,Speech Language Pathologist,14028
account executive,FL,Pensacola,4.1,4.1,50274,1,account manager,3.4,Apple,3.5,3.3,Retail Sales Associate,14029
software engineer,FL,Pensacola,4.1,4.1,7858,1,senior database administrator,3.4,Apple,3.5,3.3,Oracle Database Administrator,14030
prep cook,WA,Bothell,4.1,4.1,45091,24,lead cook,3.4,Apple,3.5,3.3,Cook,14031
manager,WA,Bothell,4.1,4.1,11520,21,,3.4,Apple,3.5,3.3,Server,14032
customer service representative,WA,Bothell,4.1,4.1,34413,21,customer service,3.4,Apple,3.5,3.3,Host,14033
,WA,Bothell,4.1,4.1,21392,5,,3.4,Apple,3.5,3.3,Genius,14034
,WA,Bothell,4.1,4.1,605825,5,,3.4,Apple,3.5,3.3,Apple Business Specialist,14035
,WA,Bothell,4.1,4.1,9245,5,,3.4,Apple,3.5,3.3,Apple Expert,14036
,WA,Bothell,4.1,4.1,9259,5,,3.4,Apple,3.5,3.3,Apple Specialist,14037
,WA,Bothell,4.1,4.1,59883,5,,3.4,Apple,3.5,3.3,Creative,14038
manager,WA,Bothell,4.1,4.1,30513,5,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14039
customer service representative,WA,Bothell,4.1,4.1,35961,5,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14040
project manager,WA,Bothell,4.1,4.1,62619,5,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14041
,WA,Bothell,4.1,4.1,160696,5,,3.4,Apple,3.5,3.3,Apple Creative,14042
analyst,WA,Bothell,4.1,4.1,30663,5,senior analyst,3.4,Apple,3.5,3.3,Specialist,14043
business analyst,WA,Bothell,4.1,4.1,31973,5,contractor,3.4,Apple,3.5,3.3,Expert,14044
,WA,Bothell,4.1,4.1,66972,5,,3.4,Apple,3.5,3.3,Apple Genius,14045
administrative assistant,WA,Bothell,4.1,4.1,10274,5,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14046
customer service,WA,Bothell,4.1,4.1,13492,4,sales associate,3.4,Apple,3.5,3.3,Membership Representative,14047
gis engineer,WA,Bothell,4.1,4.1,38922,4,senior gis analyst,3.4,Apple,3.5,3.3,GIS Analyst,14048
,WA,Bothell,4.1,4.1,37064,4,,3.4,Apple,3.5,3.3,Electrical Sales,14049
material handler,WA,Bothell,4.1,4.1,731,4,package handler,3.4,Apple,3.5,3.3,Construction Laborer,14050
,WA,Bothell,4.1,4.1,4279,3,,3.4,Apple,3.5,3.3,Software Engineer,14051
,WA,Bothell,4.1,4.1,583100,3,,3.4,Apple,3.5,3.3,Icloud Software Engineer,14052
video editor director of photography,WA,Bothell,4.1,4.1,47407,3,associate producer,3.4,Apple,3.5,3.3,Video Editor,14053
warehouse worker,WA,Bothell,4.1,4.1,47747,2,customer service representative,3.4,Apple,3.5,3.3,Warehouse Specialist,14054
,WA,Bothell,4.1,4.1,327470,2,,3.4,Apple,3.5,3.3,SDE-intern,14055
,WA,Bothell,4.1,4.1,723026,2,,3.4,Apple,3.5,3.3,Packing/Moving Specialist,14056
,WA,Bothell,4.1,4.1,647126,1,,3.4,Apple,3.5,3.3,Plumbing Sales,14057
,WA,Bothell,4.1,4.1,963109,1,,3.4,Apple,3.5,3.3,"Software Engineering, Infrastructure Engineering",14058
,WA,Bothell,4.1,4.1,13495,1,,3.4,Apple,3.5,3.3,Membership Sales Representative,14059
news photographer,WA,Bothell,4.1,4.1,47817,1,intern,3.4,Apple,3.5,3.3,Videographer,14060
qa lead,WA,Bothell,4.1,4.1,117128,1,test manager,3.4,Apple,3.5,3.3,Test Automation Engineer,14061
senior pharmacy technician,MI,Muskegon,4.1,4.1,41259,1,medical assistant,3.4,Apple,3.5,3.3,Pharmacy Technician,14062
,MI,Muskegon,4.1,4.1,6889,1,,3.4,Apple,3.5,3.3,Clerk/Cashier,14063
,MI,Muskegon,4.1,4.1,86397,1,,3.4,Apple,3.5,3.3,Food Processing Engineer,14064
,MI,Muskegon,4.1,4.1,548508,1,,3.4,Apple,3.5,3.3,Shift Supervisor Trainee,14065
mobile developer,UT,Provo,4.1,4.1,190122,1,software developer,3.4,Apple,3.5,3.3,IOS Developer,14066
,UT,Provo,4.1,4.1,4279,1,,3.4,Apple,3.5,3.3,Software Engineer,14067
prep cook,WA,Federal Way,4.1,4.1,45091,24,lead cook,3.4,Apple,3.5,3.3,Cook,14068
manager,WA,Federal Way,4.1,4.1,11520,21,,3.4,Apple,3.5,3.3,Server,14069
customer service representative,WA,Federal Way,4.1,4.1,34413,21,customer service,3.4,Apple,3.5,3.3,Host,14070
,WA,Federal Way,4.1,4.1,21392,5,,3.4,Apple,3.5,3.3,Genius,14071
,WA,Federal Way,4.1,4.1,605825,5,,3.4,Apple,3.5,3.3,Apple Business Specialist,14072
,WA,Federal Way,4.1,4.1,9245,5,,3.4,Apple,3.5,3.3,Apple Expert,14073
,WA,Federal Way,4.1,4.1,9259,5,,3.4,Apple,3.5,3.3,Apple Specialist,14074
,WA,Federal Way,4.1,4.1,59883,5,,3.4,Apple,3.5,3.3,Creative,14075
manager,WA,Federal Way,4.1,4.1,30513,5,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14076
customer service representative,WA,Federal Way,4.1,4.1,35961,5,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14077
project manager,WA,Federal Way,4.1,4.1,62619,5,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14078
,WA,Federal Way,4.1,4.1,160696,5,,3.4,Apple,3.5,3.3,Apple Creative,14079
analyst,WA,Federal Way,4.1,4.1,30663,5,senior analyst,3.4,Apple,3.5,3.3,Specialist,14080
business analyst,WA,Federal Way,4.1,4.1,31973,5,contractor,3.4,Apple,3.5,3.3,Expert,14081
,WA,Federal Way,4.1,4.1,66972,5,,3.4,Apple,3.5,3.3,Apple Genius,14082
administrative assistant,WA,Federal Way,4.1,4.1,10274,5,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14083
customer service,WA,Federal Way,4.1,4.1,13492,4,sales associate,3.4,Apple,3.5,3.3,Membership Representative,14084
gis engineer,WA,Federal Way,4.1,4.1,38922,4,senior gis analyst,3.4,Apple,3.5,3.3,GIS Analyst,14085
,WA,Federal Way,4.1,4.1,37064,4,,3.4,Apple,3.5,3.3,Electrical Sales,14086
material handler,WA,Federal Way,4.1,4.1,731,4,package handler,3.4,Apple,3.5,3.3,Construction Laborer,14087
,WA,Federal Way,4.1,4.1,4279,3,,3.4,Apple,3.5,3.3,Software Engineer,14088
,WA,Federal Way,4.1,4.1,583100,3,,3.4,Apple,3.5,3.3,Icloud Software Engineer,14089
video editor director of photography,WA,Federal Way,4.1,4.1,47407,3,associate producer,3.4,Apple,3.5,3.3,Video Editor,14090
warehouse worker,WA,Federal Way,4.1,4.1,47747,2,customer service representative,3.4,Apple,3.5,3.3,Warehouse Specialist,14091
,WA,Federal Way,4.1,4.1,327470,2,,3.4,Apple,3.5,3.3,SDE-intern,14092
,WA,Federal Way,4.1,4.1,723026,2,,3.4,Apple,3.5,3.3,Packing/Moving Specialist,14093
,WA,Federal Way,4.1,4.1,647126,1,,3.4,Apple,3.5,3.3,Plumbing Sales,14094
,WA,Federal Way,4.1,4.1,963109,1,,3.4,Apple,3.5,3.3,"Software Engineering, Infrastructure Engineering",14095
,WA,Federal Way,4.1,4.1,13495,1,,3.4,Apple,3.5,3.3,Membership Sales Representative,14096
news photographer,WA,Federal Way,4.1,4.1,47817,1,intern,3.4,Apple,3.5,3.3,Videographer,14097
qa lead,WA,Federal Way,4.1,4.1,117128,1,test manager,3.4,Apple,3.5,3.3,Test Automation Engineer,14098
customer service representative,FL,West Palm Beach,4.1,4.1,35961,8,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14099
analyst,FL,West Palm Beach,4.1,4.1,30663,8,senior analyst,3.4,Apple,3.5,3.3,Specialist,14100
,FL,West Palm Beach,4.1,4.1,21392,7,,3.4,Apple,3.5,3.3,Genius,14101
,FL,West Palm Beach,4.1,4.1,605825,7,,3.4,Apple,3.5,3.3,Apple Business Specialist,14102
,FL,West Palm Beach,4.1,4.1,9245,7,,3.4,Apple,3.5,3.3,Apple Expert,14103
,FL,West Palm Beach,4.1,4.1,9259,7,,3.4,Apple,3.5,3.3,Apple Specialist,14104
,FL,West Palm Beach,4.1,4.1,59883,7,,3.4,Apple,3.5,3.3,Creative,14105
manager,FL,West Palm Beach,4.1,4.1,30513,7,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14106
project manager,FL,West Palm Beach,4.1,4.1,62619,7,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14107
,FL,West Palm Beach,4.1,4.1,160696,7,,3.4,Apple,3.5,3.3,Apple Creative,14108
business analyst,FL,West Palm Beach,4.1,4.1,31973,7,contractor,3.4,Apple,3.5,3.3,Expert,14109
,FL,West Palm Beach,4.1,4.1,66972,7,,3.4,Apple,3.5,3.3,Apple Genius,14110
administrative assistant,FL,West Palm Beach,4.1,4.1,10274,7,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14111
prep cook,FL,West Palm Beach,4.1,4.1,19005,2,lead cook,3.4,Apple,3.5,3.3,Line Cook,14112
,FL,West Palm Beach,4.1,4.1,1410589,2,,3.4,Apple,3.5,3.3,Data Base Administrator/Financial Analyst,14113
,FL,West Palm Beach,4.1,4.1,30417,2,,3.4,Apple,3.5,3.3,IT Service Technician,14114
it specialist,FL,West Palm Beach,4.1,4.1,244632,2,software developer,3.4,Apple,3.5,3.3,Devops Engineer,14115
,FL,West Palm Beach,4.1,4.1,31078,1,,3.4,Apple,3.5,3.3,Stage Technician,14116
,FL,West Palm Beach,4.1,4.1,130489,1,,3.4,Apple,3.5,3.3,Apple Technician,14117
,FL,West Palm Beach,4.1,4.1,13495,1,,3.4,Apple,3.5,3.3,Membership Sales Representative,14118
,FL,West Palm Beach,4.1,4.1,330229,1,,3.4,Apple,3.5,3.3,IOS Applications Developer,14119
security guard,FL,West Palm Beach,4.1,4.1,30106,1,security officer,3.4,Apple,3.5,3.3,Shift Supervisor,14120
,FL,West Palm Beach,4.1,4.1,942228,1,,3.4,Apple,3.5,3.3,Administrative/Bookkeeper,14121
laborer,FL,West Palm Beach,4.1,4.1,22540,1,operators,3.4,Apple,3.5,3.3,Heavy Equipment Operator,14122
,FL,West Palm Beach,4.1,4.1,79449,1,,3.4,Apple,3.5,3.3,Business Intelligence Analyst - Reporting,14123
,FL,West Palm Beach,4.1,4.1,332207,1,,3.4,Apple,3.5,3.3,Insurance Service Associate,14124
,FL,West Palm Beach,4.1,4.1,67263,1,,3.4,Apple,3.5,3.3,Mobile Applications Developer,14125
,FL,West Palm Beach,4.1,4.1,493121,1,,3.4,Apple,3.5,3.3,Field Risk Evaluator,14126
software engineer,FL,West Palm Beach,4.1,4.1,55668,1,senior qa analyst,3.4,Apple,3.5,3.3,QA Engineer,14127
receptionist,FL,West Palm Beach,4.1,4.1,64837,1,customer service representative,3.4,Apple,3.5,3.3,Team Member,14128
it support technician,FL,Gainesville,4.1,4.1,637,1,teacher,3.4,Apple,3.5,3.3,Computer Repair Technician,14129
,FL,Gainesville,4.1,4.1,130489,1,,3.4,Apple,3.5,3.3,Apple Technician,14130
consultant,CA,Watsonville,4.1,4.1,58511,2,,3.4,Apple,3.5,3.3,Technical Support Representative,14131
manager,CA,Watsonville,4.1,4.1,11520,1,,3.4,Apple,3.5,3.3,Server,14132
prep cook,CA,Watsonville,4.1,4.1,45091,1,lead cook,3.4,Apple,3.5,3.3,Cook,14133
customer service representative,CA,Watsonville,4.1,4.1,34413,1,customer service,3.4,Apple,3.5,3.3,Host,14134
manager,CA,Rohnert Park,4.1,4.1,11520,6,,3.4,Apple,3.5,3.3,Server,14135
prep cook,CA,Rohnert Park,4.1,4.1,45091,6,lead cook,3.4,Apple,3.5,3.3,Cook,14136
customer service representative,CA,Rohnert Park,4.1,4.1,34413,6,customer service,3.4,Apple,3.5,3.3,Host,14137
crew member,CA,Rohnert Park,4.1,4.1,35792,6,line cook,3.4,Apple,3.5,3.3,Dishwasher,14138
,CA,Rohnert Park,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,14139
,CA,Rohnert Park,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,14140
,CA,Rohnert Park,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,14141
analyst,CA,Rohnert Park,4.1,4.1,30663,1,senior analyst,3.4,Apple,3.5,3.3,Specialist,14142
business analyst,CA,Rohnert Park,4.1,4.1,31973,1,contractor,3.4,Apple,3.5,3.3,Expert,14143
,CA,Rohnert Park,4.1,4.1,9245,1,,3.4,Apple,3.5,3.3,Apple Expert,14144
,CA,Rohnert Park,4.1,4.1,66972,1,,3.4,Apple,3.5,3.3,Apple Genius,14145
,CA,Rohnert Park,4.1,4.1,9259,1,,3.4,Apple,3.5,3.3,Apple Specialist,14146
,CA,Rohnert Park,4.1,4.1,59883,1,,3.4,Apple,3.5,3.3,Creative,14147
manager,CA,Rohnert Park,4.1,4.1,30513,1,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14148
customer service representative,CA,Rohnert Park,4.1,4.1,35961,1,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14149
administrative assistant,CA,Rohnert Park,4.1,4.1,10274,1,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14150
project manager,CA,Rohnert Park,4.1,4.1,62619,1,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14151
,OH,Dayton,4.1,4.1,25343,1,,3.4,Apple,3.5,3.3,Learning Technologies Analyst,14152
network administrator,OH,Dayton,4.1,4.1,58525,1,systems administrator,3.4,Apple,3.5,3.3,Technical Support Specialist,14153
,OH,Dayton,4.1,4.1,70069,1,,3.4,Apple,3.5,3.3,Apple Retail,14154
,OH,Dayton,4.1,4.1,206100,1,,3.4,Apple,3.5,3.3,Help Desk Analyst I,14155
manager,CA,Windsor,4.1,4.1,11520,6,,3.4,Apple,3.5,3.3,Server,14156
prep cook,CA,Windsor,4.1,4.1,45091,6,lead cook,3.4,Apple,3.5,3.3,Cook,14157
customer service representative,CA,Windsor,4.1,4.1,34413,6,customer service,3.4,Apple,3.5,3.3,Host,14158
crew member,CA,Windsor,4.1,4.1,35792,6,line cook,3.4,Apple,3.5,3.3,Dishwasher,14159
,CA,Windsor,4.1,4.1,160696,1,,3.4,Apple,3.5,3.3,Apple Creative,14160
,CA,Windsor,4.1,4.1,21392,1,,3.4,Apple,3.5,3.3,Genius,14161
,CA,Windsor,4.1,4.1,605825,1,,3.4,Apple,3.5,3.3,Apple Business Specialist,14162
analyst,CA,Windsor,4.1,4.1,30663,1,senior analyst,3.4,Apple,3.5,3.3,Specialist,14163
business analyst,CA,Windsor,4.1,4.1,31973,1,contractor,3.4,Apple,3.5,3.3,Expert,14164
,CA,Windsor,4.1,4.1,9245,1,,3.4,Apple,3.5,3.3,Apple Expert,14165
,CA,Windsor,4.1,4.1,66972,1,,3.4,Apple,3.5,3.3,Apple Genius,14166
,CA,Windsor,4.1,4.1,9259,1,,3.4,Apple,3.5,3.3,Apple Specialist,14167
,CA,Windsor,4.1,4.1,59883,1,,3.4,Apple,3.5,3.3,Creative,14168
manager,CA,Windsor,4.1,4.1,30513,1,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14169
customer service representative,CA,Windsor,4.1,4.1,35961,1,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14170
administrative assistant,CA,Windsor,4.1,4.1,10274,1,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14171
project manager,CA,Windsor,4.1,4.1,62619,1,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14172
crew member,CA,Lodi,4.1,4.1,35792,2,line cook,3.4,Apple,3.5,3.3,Dishwasher,14173
manager,CA,Lodi,4.1,4.1,11520,2,,3.4,Apple,3.5,3.3,Server,14174
prep cook,CA,Lodi,4.1,4.1,45091,2,lead cook,3.4,Apple,3.5,3.3,Cook,14175
customer service representative,CA,Lodi,4.1,4.1,34413,2,customer service,3.4,Apple,3.5,3.3,Host,14176
admission screener,CA,Lodi,4.1,4.1,6399,1,,3.4,Apple,3.5,3.3,Clinical Psychologist,14177
,CA,Lodi,4.1,4.1,191219,1,,3.4,Apple,3.5,3.3,Restaurant Team Member,14178
prep cook,CA,Vallejo,4.1,4.1,45091,14,lead cook,3.4,Apple,3.5,3.3,Cook,14179
customer service representative,CA,Vallejo,4.1,4.1,34413,14,customer service,3.4,Apple,3.5,3.3,Host,14180
manager,CA,Vallejo,4.1,4.1,11520,14,,3.4,Apple,3.5,3.3,Server,14181
crew member,CA,Vallejo,4.1,4.1,35792,13,line cook,3.4,Apple,3.5,3.3,Dishwasher,14182
,CA,Vallejo,4.1,4.1,21392,10,,3.4,Apple,3.5,3.3,Genius,14183
manager,CA,Vallejo,4.1,4.1,30513,10,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14184
customer service representative,CA,Vallejo,4.1,4.1,35961,9,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14185
,CA,Vallejo,4.1,4.1,9245,8,,3.4,Apple,3.5,3.3,Apple Expert,14186
,CA,Vallejo,4.1,4.1,9259,8,,3.4,Apple,3.5,3.3,Apple Specialist,14187
project manager,CA,Vallejo,4.1,4.1,62619,8,business development manager,3.4,Apple,3.5,3.3,Business Specialist,14188
,CA,Vallejo,4.1,4.1,160696,8,,3.4,Apple,3.5,3.3,Apple Creative,14189
analyst,CA,Vallejo,4.1,4.1,30663,8,senior analyst,3.4,Apple,3.5,3.3,Specialist,14190
,CA,Vallejo,4.1,4.1,59883,8,,3.4,Apple,3.5,3.3,Creative,14191
administrative assistant,CA,Vallejo,4.1,4.1,10274,8,intern,3.4,Apple,3.5,3.3,Inventory Specialist,14192
,CA,Vallejo,4.1,4.1,605825,8,,3.4,Apple,3.5,3.3,Apple Business Specialist,14193
business analyst,CA,Vallejo,4.1,4.1,31973,8,contractor,3.4,Apple,3.5,3.3,Expert,14194
,CA,Vallejo,4.1,4.1,66972,8,,3.4,Apple,3.5,3.3,Apple Genius,14195
,CA,Vallejo,4.1,4.1,213919,7,,3.4,Apple,3.5,3.3,Ios Software Engineer,14196
,CA,Vallejo,4.1,4.1,2954898,6,,3.4,Apple,3.5,3.3,IT Service Desk Support,14197
manager,CA,Vallejo,4.1,4.1,64634,5,senior software engineer,3.4,Apple,3.5,3.3,Support Engineer,14198
technical inspector,CA,Vallejo,4.1,4.1,55608,5,legal secretary,3.4,Apple,3.5,3.3,Quality Assurance Representative,14199
senior engineer,CA,Vallejo,4.1,4.1,37773,5,manager,3.4,Apple,3.5,3.3,Project Engineer,14200
,CA,Vallejo,4.1,4.1,671517,4,,3.4,Apple,3.5,3.3,Retail Business Analyst,14201
,CA,Vallejo,4.1,4.1,521805,4,,3.4,Apple,3.5,3.3,Mac Technician,14202
,CA,Vallejo,4.1,4.1,1441185,4,,3.4,Apple,3.5,3.3,Sr Interactive Designer,14203
technical support analyst,CA,Vallejo,4.1,4.1,10944,3,account,3.4,Apple,3.5,3.3,IT Support Specialist,14204
,CA,Vallejo,4.1,4.1,20941,3,,3.4,Apple,3.5,3.3,Technical Solutions Engineer,14205
customer service representative,NH,Epping,4.1,4.1,34413,16,customer service,3.4,Apple,3.5,3.3,Host,14206
manager,NH,Epping,4.1,4.1,11520,15,,3.4,Apple,3.5,3.3,Server,14207
prep cook,NH,Epping,4.1,4.1,45091,15,lead cook,3.4,Apple,3.5,3.3,Cook,14208
customer service representative,NH,Epping,4.1,4.1,35961,11,customer service rep,3.4,Apple,3.5,3.3,Service Specialist,14209
,NH,Epping,4.1,4.1,21392,10,,3.4,Apple,3.5,3.3,Genius,14210
,NH,Epping,4.1,4.1,605825,10,,3.4,Apple,3.5,3.3,Apple Business Specialist,14211
,NH,Epping,4.1,4.1,9245,10,,3.4,Apple,3.5,3.3,Apple Expert,14212
,NH,Epping,4.1,4.1,9259,10,,3.4,Apple,3.5,3.3,Apple Specialist,14213
,NH,Epping,4.1,4.1,59883,10,,3.4,Apple,3.5,3.3,Creative,14214
manager,NH,Epping,4.1,4.1,30513,10,senior systems engineer,3.4,Apple,3.5,3.3,Solutions Engineer,14215
