nextJobTwo,nextJobOne,jobId,CaBRating,city,id,state,WLBRating,title,company,CaVRating,CORating,numJobs,SLRating
,,240586,4.5,Falmouth,1447,ME,3.8,Quality Assurance Associate I,Facebook,4.5,4.3,2,4.2
heavy equipment operator,dump truck driver,14416,4.5,Falmouth,1448,ME,3.8,Truck Driver,Facebook,4.5,4.3,1,4.2
,,248292,4.5,Falmouth,1449,ME,3.8,Digital Marketing Coordinator,Facebook,4.5,4.3,1,4.2
,,1208450,4.5,Falmouth,1450,ME,3.8,Digital Content Copywriter,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Gainesville,1451,FL,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
customer service representative,head teller,20857,4.5,Cherry Hill,1452,NJ,3.8,Teller I,Facebook,4.5,4.3,36,4.2
,,43645,4.5,Cherry Hill,1453,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,11,4.2
administrative assistant,sales associate,60233,4.5,Cherry Hill,1454,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,5,4.2
,,62853,4.5,Cherry Hill,1455,NJ,3.8,BUSINESS SYSTEMS SPECIALIST,Facebook,4.5,4.3,5,4.2
,,342990,4.5,Cherry Hill,1456,NJ,3.8,Information Analyst IV,Facebook,4.5,4.3,5,4.2
member service representative,receptionist,33688,4.5,Cherry Hill,1457,NJ,3.8,Head Teller,Facebook,4.5,4.3,5,4.2
,,848566,4.5,Cherry Hill,1458,NJ,3.8,Social Media Content Specialist,Facebook,4.5,4.3,5,4.2
,,122703,4.5,Cherry Hill,1459,NJ,3.8,ATM Analyst,Facebook,4.5,4.3,4,4.2
,,68017,4.5,Cherry Hill,1460,NJ,3.8,C++ Software Developer,Facebook,4.5,4.3,4,4.2
,,248079,4.5,Cherry Hill,1461,NJ,3.8,Facilities Operations Analyst,Facebook,4.5,4.3,4,4.2
,,61856,4.5,Cherry Hill,1462,NJ,3.8,Banking Specialist I,Facebook,4.5,4.3,4,4.2
,,54209,4.5,Cherry Hill,1463,NJ,3.8,Digital Designer,Facebook,4.5,4.3,4,4.2
manager,project manager,33356,4.5,Cherry Hill,1464,NJ,3.8,Reporting Analyst,Facebook,4.5,4.3,4,4.2
,,85706,4.5,Cherry Hill,1465,NJ,3.8,Human Resources Systems Analyst,Facebook,4.5,4.3,4,4.2
,,699285,4.5,Cherry Hill,1466,NJ,3.8,Loan Ops Representative IV,Facebook,4.5,4.3,4,4.2
,,57646,4.5,Cherry Hill,1467,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,4,4.2
,,283340,4.5,Cherry Hill,1468,NJ,3.8,Corporate Tax Accountant,Facebook,4.5,4.3,3,4.2
,,80638,4.5,Cherry Hill,1469,NJ,3.8,Corporate Accountant-analyst,Facebook,4.5,4.3,3,4.2
forklift operator,security officer,47759,4.5,Cherry Hill,1470,NJ,3.8,Warehouse Worker,Facebook,4.5,4.3,3,4.2
corporate recruiter,contract it recruiter,1070,4.5,Cherry Hill,1471,NJ,3.8,Contract Recruiter,Facebook,4.5,4.3,3,4.2
consultant,program director,37509,4.5,Cherry Hill,1472,NJ,3.8,Psychologist,Facebook,4.5,4.3,3,4.2
,,45282,4.5,Cherry Hill,1473,NJ,3.8,Corporate Financial Analyst,Facebook,4.5,4.3,3,4.2
,project lead,2607,4.5,Cherry Hill,1474,NJ,3.8,Associate Business Analyst,Facebook,4.5,4.3,3,4.2
executive assistant,executive administrative assistant,15954,4.5,Cherry Hill,1475,NJ,3.8,Administrative Assistant,Facebook,4.5,4.3,3,4.2
,,496048,4.5,Cherry Hill,1476,NJ,3.8,Microsoft Exchange Engineer,Facebook,4.5,4.3,3,4.2
human resources administrator,administrative assistant,34134,4.5,Cherry Hill,1477,NJ,3.8,Human Resources Assistant,Facebook,4.5,4.3,2,4.2
director,regional sales manager,36925,4.5,Cherry Hill,1478,NJ,3.8,Product Specialist,Facebook,4.5,4.3,2,4.2
,,648675,4.5,New Orleans,1479,LA,3.8,UI-UX Designer,Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,New Orleans,1480,LA,3.8,Co,Facebook,4.5,4.3,1,4.2
,,127297,4.5,New Orleans,1481,LA,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
,,863008,4.5,New Orleans,1482,LA,3.8,Musketeer - On Premise Specialist,Facebook,4.5,4.3,1,4.2
paralegal specialist,litigation paralegal,1212,4.5,New Orleans,1483,LA,3.8,Paralegal,Facebook,4.5,4.3,1,4.2
,,118541,4.5,New Orleans,1484,LA,3.8,General Utility Worker,Facebook,4.5,4.3,1,4.2
,,248292,4.5,Baltimore,1485,MD,3.8,Digital Marketing Coordinator,Facebook,4.5,4.3,4,4.2
electronics technician,quality inspector,55651,4.5,Baltimore,1486,MD,3.8,Quality Control Technician,Facebook,4.5,4.3,3,4.2
packaging mechanic,machinist,19589,4.5,Baltimore,1487,MD,3.8,Maintenance Mechanic,Facebook,4.5,4.3,3,4.2
laborer,warehouse worker,20001,4.5,Baltimore,1488,MD,3.8,Machine Operator,Facebook,4.5,4.3,3,4.2
software engineer,database developer,61011,4.5,Baltimore,1489,MD,3.8,Database Administrator,Facebook,4.5,4.3,3,4.2
contractor,it consultant,64814,4.5,Baltimore,1490,MD,3.8,Systems Administrator,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Baltimore,1491,MD,3.8,Software Engineer,Facebook,4.5,4.3,2,4.2
safety regulations,truck driver,27022,4.5,Baltimore,1492,MD,3.8,Fork Lift Driver,Facebook,4.5,4.3,2,4.2
marketing and sales representative,marketing associate,11483,4.5,Baltimore,1493,MD,3.8,SEO Specialist,Facebook,4.5,4.3,2,4.2
laborer,warehouse worker,27025,4.5,Baltimore,1494,MD,3.8,Forklift Driver,Facebook,4.5,4.3,2,4.2
manager,supervisor,60396,4.5,Baltimore,1495,MD,3.8,Delivery Driver,Facebook,4.5,4.3,1,4.2
,,85197,4.5,Baltimore,1496,MD,3.8,GUI Developer,Facebook,4.5,4.3,1,4.2
senior systems engineer,software development engineer,20522,4.5,Baltimore,1497,MD,3.8,Systems Software Engineer,Facebook,4.5,4.3,1,4.2
web designer,production artist,61234,4.5,Baltimore,1498,MD,3.8,Production Designer,Facebook,4.5,4.3,1,4.2
,,52696,4.5,Baltimore,1499,MD,3.8,Network Intelligence Analyst,Facebook,4.5,4.3,1,4.2
account manager,executive assistant,134375,4.5,Baltimore,1500,MD,3.8,Social Media Coordinator,Facebook,4.5,4.3,1,4.2
,,434236,4.5,Baltimore,1501,MD,3.8,Social Media Marketing Analyst,Facebook,4.5,4.3,1,4.2
,,1440998,4.5,Baltimore,1502,MD,3.8,CDL Fuel Driver,Facebook,4.5,4.3,1,4.2
,,127064,4.5,Baltimore,1503,MD,3.8,Mid-level Software Engineer,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Baltimore,1504,MD,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
senior software engineer,senior developer,3566,4.5,Baltimore,1505,MD,3.8,Java Developer,Facebook,4.5,4.3,1,4.2
,,285707,4.5,Baltimore,1506,MD,3.8,Student Marketing Assistant,Facebook,4.5,4.3,1,4.2
,senior software engineer,30270,4.5,Baltimore,1507,MD,3.8,Software Developer,Facebook,4.5,4.3,1,4.2
,,232906,4.5,Baltimore,1508,MD,3.8,Software Engineer - Platform,Facebook,4.5,4.3,1,4.2
,,401979,4.5,Baltimore,1509,MD,3.8,Cloud Software Engineer,Facebook,4.5,4.3,1,4.2
,,829390,4.5,Baltimore,1510,MD,3.8,Payment Posting Specialist,Facebook,4.5,4.3,1,4.2
,,765324,4.5,Baltimore,1511,MD,3.8,"Software Engineer, JR",Facebook,4.5,4.3,1,4.2
,it manager,52481,4.5,Baltimore,1512,MD,3.8,Network Engineer,Facebook,4.5,4.3,1,4.2
infrastructure analyst,programmer,19070,4.5,Baltimore,1513,MD,3.8,Linux Systems Administrator,Facebook,4.5,4.3,1,4.2
junior level intelligence analyst,sigint analyst,9849,4.5,Baltimore,1514,MD,3.8,Intelligence Analyst,Facebook,4.5,4.3,1,4.2
,,204971,4.5,Baltimore,1515,MD,3.8,Insurance Collection Specialist,Facebook,4.5,4.3,1,4.2
account manager,supervisor,60210,4.5,Baltimore,1516,MD,3.8,Customer Service Representative,Facebook,4.5,4.3,1,4.2
software developer,test engineer,4457,4.5,Baltimore,1517,MD,3.8,Software Tester,Facebook,4.5,4.3,1,4.2
office administrator,case manager,9802,4.5,Baltimore,1518,MD,3.8,Intake Specialist,Facebook,4.5,4.3,1,4.2
,,228728,4.5,Baltimore,1519,MD,3.8,Corp Recruiter,Facebook,4.5,4.3,1,4.2
construction manager,construction superintendent,64181,4.5,Baltimore,1520,MD,3.8,Superintendent,Facebook,4.5,4.3,1,4.2
,,465064,4.5,Baltimore,1521,MD,3.8,Social Media Marketing Associate,Facebook,4.5,4.3,1,4.2
senior qa analyst,qa engineer,4447,4.5,Baltimore,1522,MD,3.8,Software Test Engineer,Facebook,4.5,4.3,1,4.2
systems engineer,information security analyst supervisor,16886,4.5,Baltimore,1523,MD,3.8,Information Systems Security Officer,Facebook,4.5,4.3,1,4.2
shipping,laborer,27023,4.5,Bowling Green,1524,KY,3.8,Fork Lift Operator,Facebook,4.5,4.3,1,4.2
,,4279,4.5,San Mateo,1525,CA,3.8,Software Engineer,Facebook,4.5,4.3,8,4.2
forklift operator,receptionist,61340,4.5,San Mateo,1526,CA,3.8,Production Worker,Facebook,4.5,4.3,6,4.2
freelance copywriter,contributing writer,65231,4.5,San Mateo,1527,CA,3.8,Copywriter,Facebook,4.5,4.3,6,4.2
,,837923,4.5,San Mateo,1528,CA,3.8,digital content &amp; social media manager - webmaster,Facebook,4.5,4.3,6,4.2
realtor,inside sales representative,12862,4.5,San Mateo,1529,CA,3.8,Market Research,Facebook,4.5,4.3,6,4.2
senior product designer,senior designer,37257,4.5,San Mateo,1530,CA,3.8,Product Designer,Facebook,4.5,4.3,6,4.2
,,462336,4.5,San Mateo,1531,CA,3.8,Performance and Capacity Engineer,Facebook,4.5,4.3,5,4.2
senior systems engineer,manager,30513,4.5,San Mateo,1532,CA,3.8,Solutions Engineer,Facebook,4.5,4.3,5,4.2
senior software engineer,manager,64634,4.5,San Mateo,1533,CA,3.8,Support Engineer,Facebook,4.5,4.3,5,4.2
,,582688,4.5,San Mateo,1534,CA,3.8,Growth Marketing Analyst,Facebook,4.5,4.3,5,4.2
senior recruiter,contractor,58294,4.5,San Mateo,1535,CA,3.8,Technical Recruiter,Facebook,4.5,4.3,4,4.2
planning assistant,assistant manager,28308,4.5,San Mateo,1536,CA,3.8,Sales Trainee,Facebook,4.5,4.3,4,4.2
,,87868,4.5,San Mateo,1537,CA,3.8,Infrastructure Software Engineer,Facebook,4.5,4.3,4,4.2
executive administrative assistant,inside sales representative,28424,4.5,San Mateo,1538,CA,3.8,Sales Development Representative,Facebook,4.5,4.3,4,4.2
,,1113669,4.5,San Mateo,1539,CA,3.8,Automation Engineer (Infrastructure),Facebook,4.5,4.3,4,4.2
,,27595,4.5,San Mateo,1540,CA,3.8,Frontend Engineer,Facebook,4.5,4.3,4,4.2
,,27532,4.5,San Mateo,1541,CA,3.8,Front End Engineer,Facebook,4.5,4.3,4,4.2
,,1226062,4.5,San Mateo,1542,CA,3.8,Computer Vision Intern,Facebook,4.5,4.3,4,4.2
area manager,contractor,46157,4.5,San Mateo,1543,CA,3.8,Data Engineer,Facebook,4.5,4.3,4,4.2
,,232704,4.5,San Mateo,1544,CA,3.8,Warehouse Loader,Facebook,4.5,4.3,4,4.2
,,472028,4.5,San Mateo,1545,CA,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
software developer,it specialist,244632,4.5,San Mateo,1546,CA,3.8,Devops Engineer,Facebook,4.5,4.3,4,4.2
marketing presentations manager,copywriter freelance,128843,4.5,San Mateo,1547,CA,3.8,Marketing Copywriter,Facebook,4.5,4.3,4,4.2
,,66101,4.5,San Mateo,1548,CA,3.8,Development Expert,Facebook,4.5,4.3,3,4.2
,,428372,4.5,San Mateo,1549,CA,3.8,Marketing Performance Analyst,Facebook,4.5,4.3,3,4.2
,,648675,4.5,San Mateo,1550,CA,3.8,UI-UX Designer,Facebook,4.5,4.3,3,4.2
contractor,it consultant,64814,4.5,Arlington,1551,VA,3.8,Systems Administrator,Facebook,4.5,4.3,11,4.2
,,28520,4.5,Arlington,1552,VA,3.8,SBA Business Development Officer,Facebook,4.5,4.3,10,4.2
,,4683,4.5,Arlington,1553,VA,3.8,Social Media Analyst,Facebook,4.5,4.3,7,4.2
,,8978,4.5,Arlington,1554,VA,3.8,Applications Systems Analyst,Facebook,4.5,4.3,6,4.2
,,248292,4.5,Arlington,1555,VA,3.8,Digital Marketing Coordinator,Facebook,4.5,4.3,5,4.2
network engineer,contractor,48214,4.5,Arlington,1556,VA,3.8,Windows Systems Administrator,Facebook,4.5,4.3,5,4.2
configuration,software configuration analyst,314,4.5,Arlington,1557,VA,3.8,Configuration Management Analyst,Facebook,4.5,4.3,4,4.2
net developer,software developer,11716,4.5,Arlington,1558,VA,3.8,Sharepoint Developer,Facebook,4.5,4.3,4,4.2
software engineer,test engineer,55618,4.5,Arlington,1559,VA,3.8,Quality Assurance Tester,Facebook,4.5,4.3,4,4.2
,,508494,4.5,Arlington,1560,VA,3.8,QlikView Developer,Facebook,4.5,4.3,4,4.2
datacenter engineer,senior account executive,101407,4.5,Arlington,1561,VA,3.8,Digital Media Specialist,Facebook,4.5,4.3,4,4.2
,,381168,4.5,Arlington,1562,VA,3.8,Search Marketing Strategist,Facebook,4.5,4.3,3,4.2
administrative assistant,sales associate,60233,4.5,Arlington,1563,VA,3.8,Customer Service Representative I,Facebook,4.5,4.3,3,4.2
systems engineer,electrical engineer,20986,4.5,Arlington,1564,VA,3.8,Test Engineer,Facebook,4.5,4.3,3,4.2
software developer,test engineer,4457,4.5,Arlington,1565,VA,3.8,Software Tester,Facebook,4.5,4.3,3,4.2
,security engineer,44304,4.5,Arlington,1566,VA,3.8,Security Analyst,Facebook,4.5,4.3,3,4.2
,marketing manager,68707,4.5,Arlington,1567,VA,3.8,Social Media Specialist,Facebook,4.5,4.3,3,4.2
it consultant,system engineer,48198,4.5,Arlington,1568,VA,3.8,Windows Administrator,Facebook,4.5,4.3,3,4.2
,,361362,4.5,Arlington,1569,VA,3.8,Oracle Database Specialist,Facebook,4.5,4.3,3,4.2
,manager,55592,4.5,Arlington,1570,VA,3.8,Quality Assurance Engineer,Facebook,4.5,4.3,3,4.2
,,8558,4.5,Arlington,1571,VA,3.8,.NET Developer,Facebook,4.5,4.3,3,4.2
,,488631,4.5,Arlington,1572,VA,3.8,Paid Media Specialist,Facebook,4.5,4.3,3,4.2
,senior software engineer,30270,4.5,Arlington,1573,VA,3.8,Software Developer,Facebook,4.5,4.3,3,4.2
unix operator,field technician,46129,4.5,Arlington,1574,VA,3.8,Data Center Engineer,Facebook,4.5,4.3,2,4.2
account manager,executive assistant,134375,4.5,Arlington,1575,VA,3.8,Social Media Coordinator,Facebook,4.5,4.3,2,4.2
,,104677,4.5,Arlington,1576,VA,3.8,Windows SQL Server Specialist and Database Administrator,Facebook,4.5,4.3,2,4.2
director,senior software engineer,51535,4.5,Arlington,1577,VA,3.8,Consultant,Facebook,4.5,4.3,2,4.2
customer service representative,head teller,20857,4.5,Cambridge,1578,MA,3.8,Teller I,Facebook,4.5,4.3,34,4.2
,,43645,4.5,Cambridge,1579,MA,3.8,Financial Services Representative I,Facebook,4.5,4.3,29,4.2
office manager,co manager,13228,4.5,Cambridge,1580,MA,3.8,Media Coordinator,Facebook,4.5,4.3,25,4.2
administrative assistant,sales associate,60233,4.5,Cambridge,1581,MA,3.8,Customer Service Representative I,Facebook,4.5,4.3,9,4.2
sales associate,customer service representative,26256,4.5,Cambridge,1582,MA,3.8,Store Supervisor,Facebook,4.5,4.3,7,4.2
,,27794,4.5,Cambridge,1583,MA,3.8,Risk Specialist,Facebook,4.5,4.3,7,4.2
,,630740,4.5,Cambridge,1584,MA,3.8,Cashier-hourly,Facebook,4.5,4.3,6,4.2
,,342425,4.5,Cambridge,1585,MA,3.8,Social Media Supervisor,Facebook,4.5,4.3,5,4.2
account manager,executive assistant,134375,4.5,Cambridge,1586,MA,3.8,Social Media Coordinator,Facebook,4.5,4.3,4,4.2
,,826786,4.5,Cambridge,1587,MA,3.8,Commercial Loan Closer,Facebook,4.5,4.3,4,4.2
member service representative,receptionist,33688,4.5,Cambridge,1588,MA,3.8,Head Teller,Facebook,4.5,4.3,4,4.2
,,57646,4.5,Cambridge,1589,MA,3.8,Marketing Coordinator,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Cambridge,1590,MA,3.8,Marketing Intern,Facebook,4.5,4.3,3,4.2
accounts payable representative,accounts payable analyst,15351,4.5,Cambridge,1591,MA,3.8,Accounts Payable Coordinator,Facebook,4.5,4.3,3,4.2
sales associate,customer service,62290,4.5,Cambridge,1592,MA,3.8,Barista,Facebook,4.5,4.3,3,4.2
,,401912,4.5,Cambridge,1593,MA,3.8,Clinical Dietitian I,Facebook,4.5,4.3,3,4.2
,,531617,4.5,Cambridge,1594,MA,3.8,Temporary Marketing Assistant,Facebook,4.5,4.3,3,4.2
senior accountant,business analyst,65040,4.5,Cambridge,1595,MA,3.8,Tax Analyst,Facebook,4.5,4.3,2,4.2
,,65295,4.5,Cambridge,1596,MA,3.8,Corporate Actions Analyst,Facebook,4.5,4.3,2,4.2
,,2960470,4.5,Cambridge,1597,MA,3.8,Inside Sales Business Development Representative,Facebook,4.5,4.3,2,4.2
owner,production manager,156641,4.5,Cambridge,1598,MA,3.8,Digital Marketing Specialist,Facebook,4.5,4.3,2,4.2
,,4683,4.5,Cambridge,1599,MA,3.8,Social Media Analyst,Facebook,4.5,4.3,2,4.2
,,448775,4.5,Cambridge,1600,MA,3.8,Multimedia Journalist,Facebook,4.5,4.3,2,4.2
,,29371,4.5,Cambridge,1601,MA,3.8,Scientist,Facebook,4.5,4.3,2,4.2
,,252023,4.5,Cambridge,1602,MA,3.8,Catering Sales Coordinator,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Cambridge,1603,MA,3.8,Software Engineer,Facebook,4.5,4.3,2,4.2
bar manager,volunteer,47979,4.5,Cambridge,1604,MA,3.8,Website Designer,Facebook,4.5,4.3,2,4.2
,,21299,4.5,Cambridge,1605,MA,3.8,General Ledger Staff Accountant,Facebook,4.5,4.3,2,4.2
cashier,cna,56787,4.5,Kankakee,1606,IL,3.8,Certified Nursing Assistant,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Kankakee,1607,IL,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,2,4.2
phlebotomist,medical assistant,1329,4.5,Kankakee,1608,IL,3.8,Patient Care Technician,Facebook,4.5,4.3,2,4.2
cna,lpn,7073,4.5,Kankakee,1609,IL,3.8,Nursing Assistant,Facebook,4.5,4.3,2,4.2
ultrasound supervisor,clinical rotation,14341,4.5,Kankakee,1610,IL,3.8,Ultrasound Technologist,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,Kankakee,1611,IL,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,232003,4.5,Kankakee,1612,IL,3.8,Onboarding Specialist,Facebook,4.5,4.3,1,4.2
account executive,outside sales representative,789419,4.5,Kankakee,1613,IL,3.8,Outside Sales Rep,Facebook,4.5,4.3,1,4.2
nursing assistant,cashier,41475,4.5,Kankakee,1614,IL,3.8,Dialysis Technician,Facebook,4.5,4.3,1,4.2
bus aide,server,66632,4.5,Kankakee,1615,IL,3.8,Sitter,Facebook,4.5,4.3,1,4.2
public safety officer,loss prevention officer,44340,4.5,Kankakee,1616,IL,3.8,Security Officer,Facebook,4.5,4.3,1,4.2
vice president,project manager,5817,4.5,Kankakee,1617,IL,3.8,Advertising Sales Representative,Facebook,4.5,4.3,1,4.2
,manager,50838,4.5,Lexington-Fayette,1618,KY,3.8,Sales Associate,Facebook,4.5,4.3,2,4.2
,,232704,4.5,Lexington-Fayette,1619,KY,3.8,Warehouse Loader,Facebook,4.5,4.3,1,4.2
,,13596,4.5,Lexington-Fayette,1620,KY,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,Lexington-Fayette,1621,KY,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
electro mechanical technician,mechanical supervisor,13190,4.5,Lexington-Fayette,1622,KY,3.8,Mechanical Technician,Facebook,4.5,4.3,1,4.2
owner,account manager,43918,4.5,Lexington-Fayette,1623,KY,3.8,Financial Advisor,Facebook,4.5,4.3,1,4.2
,,378633,4.5,Lexington-Fayette,1624,KY,3.8,Bulk Delivery Driver,Facebook,4.5,4.3,1,4.2
delivery driver,machine operator,8339,4.5,Salt Lake City,1625,UT,3.8,Warehouse Associate,Facebook,4.5,4.3,5,4.2
,,146109,4.5,Salt Lake City,1626,UT,3.8,PPC Analyst,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Salt Lake City,1627,UT,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
legal intern,staff writer,194651,4.5,Salt Lake City,1628,UT,3.8,Social Media Intern,Facebook,4.5,4.3,1,4.2
otr driver and o,local driver,955,4.5,Salt Lake City,1629,UT,3.8,OTR Driver,Facebook,4.5,4.3,1,4.2
freelance designer,freelance graphic designer,39412,4.5,Salt Lake City,1630,UT,3.8,Graphic Design Intern,Facebook,4.5,4.3,1,4.2
,,4279,4.5,Salt Lake City,1631,UT,3.8,Software Engineer,Facebook,4.5,4.3,1,4.2
,,13596,4.5,Salt Lake City,1632,UT,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,Salt Lake City,1633,UT,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Salt Lake City,1634,UT,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
owner,account manager,43918,4.5,Salt Lake City,1635,UT,3.8,Financial Advisor,Facebook,4.5,4.3,1,4.2
,,378633,4.5,Salt Lake City,1636,UT,3.8,Bulk Delivery Driver,Facebook,4.5,4.3,1,4.2
otr driver coast,local delivery driver,19151,4.5,Salt Lake City,1637,UT,3.8,Local Driver,Facebook,4.5,4.3,1,4.2
,,336661,4.5,Salt Lake City,1638,UT,3.8,Social Media Marketing Coordinator,Facebook,4.5,4.3,1,4.2
,,181827,4.5,Kailua,1639,HI,3.8,Registered Nurse (RN),Facebook,4.5,4.3,4,4.2
,,86366,4.5,Kailua,1640,HI,3.8,Intensive Care Unit Registered Nurse,Facebook,4.5,4.3,3,4.2
,,633356,4.5,Kailua,1641,HI,3.8,Materials Management Tech,Facebook,4.5,4.3,2,4.2
cna,lpn,7073,4.5,Kailua,1642,HI,3.8,Nursing Assistant,Facebook,4.5,4.3,2,4.2
public safety officer,loss prevention officer,44340,4.5,Kailua,1643,HI,3.8,Security Officer,Facebook,4.5,4.3,2,4.2
physical therapy technician,caregiver,2511,4.5,Kailua,1644,HI,3.8,Physical Therapist Assistant,Facebook,4.5,4.3,1,4.2
,,4683,4.5,Kailua,1645,HI,3.8,Social Media Analyst,Facebook,4.5,4.3,1,4.2
lead cook,prep cook,45091,4.5,Kailua,1646,HI,3.8,Cook,Facebook,4.5,4.3,1,4.2
,,13200,4.5,Kailua,1647,HI,3.8,Med Lab Tech,Facebook,4.5,4.3,1,4.2
,,409579,4.5,Kailua,1648,HI,3.8,Registered Nurse Inpatient (Emergency Services),Facebook,4.5,4.3,1,4.2
,,948357,4.5,Kailua,1649,HI,3.8,Patient Care Technician I,Facebook,4.5,4.3,1,4.2
,,27847,4.5,Kailua,1650,HI,3.8,RN HOME CARE,Facebook,4.5,4.3,1,4.2
sales associate,research assistant,4343,4.5,Kailua,1651,HI,3.8,Lab Assistant,Facebook,4.5,4.3,1,4.2
,,57183,4.5,Kailua,1652,HI,3.8,Cardiovascular Sonographer,Facebook,4.5,4.3,1,4.2
,,521408,4.5,Kailua,1653,HI,3.8,Nutrition Services Associate,Facebook,4.5,4.3,1,4.2
,,923828,4.5,Kailua,1654,HI,3.8,Acute Care Physical Therapist,Facebook,4.5,4.3,1,4.2
,,154866,4.5,Kailua,1655,HI,3.8,Lab Courier,Facebook,4.5,4.3,1,4.2
billing specialist,administrative assistant,64423,4.5,Kailua,1656,HI,3.8,Support Associate,Facebook,4.5,4.3,1,4.2
,,789681,4.5,Kailua,1657,HI,3.8,CS Tech,Facebook,4.5,4.3,1,4.2
administrative assistant,sales associate,22314,4.5,Kailua,1658,HI,3.8,Home Health Aide,Facebook,4.5,4.3,1,4.2
laboratory supervisor,supervisor,14612,4.5,Kailua,1659,HI,3.8,Medical Technologist,Facebook,4.5,4.3,1,4.2
,,129171,4.5,Kailua,1660,HI,3.8,Home Care Physical Therapist,Facebook,4.5,4.3,1,4.2
loan processor,laboratory technician,26200,4.5,Kailua,1661,HI,3.8,Surgical Tech,Facebook,4.5,4.3,1,4.2
customer service representative,receptionist,47242,4.5,Kailua,1662,HI,3.8,Personal Care Assistant,Facebook,4.5,4.3,1,4.2
,,479272,4.5,Kailua,1663,HI,3.8,Central Supply Technician,Facebook,4.5,4.3,1,4.2
,,895761,4.5,Tuscaloosa,1664,AL,3.8,Performance Marketing Coordinator,Facebook,4.5,4.3,1,4.2
,,274224,4.5,Tuscaloosa,1665,AL,3.8,Business Development Internship,Facebook,4.5,4.3,1,4.2
,,555511,4.5,Des Moines,1666,IA,3.8,Multi Media Producer,Facebook,4.5,4.3,3,4.2
,,131537,4.5,Des Moines,1667,IA,3.8,Part Time Cook,Facebook,4.5,4.3,2,4.2
,,130111,4.5,Des Moines,1668,IA,3.8,Online Marketing Intern,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,Des Moines,1669,IA,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,491016,4.5,Des Moines,1670,IA,3.8,Critical Facility Engineer,Facebook,4.5,4.3,1,4.2
otr driver and o,local driver,955,4.5,Des Moines,1671,IA,3.8,OTR Driver,Facebook,4.5,4.3,1,4.2
electrician,supervisor,19613,4.5,Des Moines,1672,IA,3.8,Maintenance Technician,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Des Moines,1673,IA,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
service technician,intern,58595,4.5,Des Moines,1674,IA,3.8,Technician,Facebook,4.5,4.3,1,4.2
,,907567,4.5,Des Moines,1675,IA,3.8,HCM Specialist,Facebook,4.5,4.3,1,4.2
,,690002,4.5,Detroit,1676,MI,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,4,4.2
,,1476480,4.5,Detroit,1677,MI,3.8,Custodial Service Worker,Facebook,4.5,4.3,4,4.2
business analyst,account manager,13212,4.5,Detroit,1678,MI,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
human resources generalist,executive assistant,31167,4.5,Detroit,1679,MI,3.8,Sourcing Specialist,Facebook,4.5,4.3,3,4.2
intern,administrative assistant,50822,4.5,Detroit,1680,MI,3.8,Sales Assistant,Facebook,4.5,4.3,3,4.2
project coordinator,office manager,46958,4.5,Detroit,1681,MI,3.8,Operations Specialist,Facebook,4.5,4.3,3,4.2
planning assistant,assistant manager,28308,4.5,Detroit,1682,MI,3.8,Sales Trainee,Facebook,4.5,4.3,2,4.2
intern,administrative assistant,32873,4.5,Detroit,1683,MI,3.8,Real Estate Agent,Facebook,4.5,4.3,2,4.2
,,255108,4.5,Detroit,1684,MI,3.8,Flavor Technologist,Facebook,4.5,4.3,2,4.2
media manager,account manager,13220,4.5,Detroit,1685,MI,3.8,Media Buyer,Facebook,4.5,4.3,2,4.2
