nextJobTwo,nextJobOne,jobId,CaBRating,city,id,state,WLBRating,title,company,CaVRating,CORating,numJobs,SLRating
member service representative,receptionist,33688,4.5,Yonkers,7070,NY,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Yonkers,7071,NY,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Yonkers,7072,NY,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Yonkers,7073,NY,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Yonkers,7074,NY,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Yonkers,7075,NY,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Yonkers,7076,NY,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Yonkers,7077,NY,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Yonkers,7078,NY,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Yonkers,7079,NY,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Yonkers,7080,NY,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Yonkers,7081,NY,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Yonkers,7082,NY,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Yonkers,7083,NY,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Yonkers,7084,NY,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Yonkers,7085,NY,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Yonkers,7086,NY,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Yonkers,7087,NY,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Yonkers,7088,NY,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Yonkers,7089,NY,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Yonkers,7090,NY,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Yonkers,7091,NY,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
,,690002,4.5,Monroe,7092,LA,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,2,4.2
chef de partie,head chef,56758,4.5,Monroe,7093,LA,3.8,Chef,Facebook,4.5,4.3,1,4.2
,,248292,4.5,Fort Meade,7094,MD,3.8,Digital Marketing Coordinator,Facebook,4.5,4.3,4,4.2
electronics technician,quality inspector,55651,4.5,Fort Meade,7095,MD,3.8,Quality Control Technician,Facebook,4.5,4.3,3,4.2
packaging mechanic,machinist,19589,4.5,Fort Meade,7096,MD,3.8,Maintenance Mechanic,Facebook,4.5,4.3,3,4.2
laborer,warehouse worker,20001,4.5,Fort Meade,7097,MD,3.8,Machine Operator,Facebook,4.5,4.3,3,4.2
software engineer,database developer,61011,4.5,Fort Meade,7098,MD,3.8,Database Administrator,Facebook,4.5,4.3,3,4.2
contractor,it consultant,64814,4.5,Fort Meade,7099,MD,3.8,Systems Administrator,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Fort Meade,7100,MD,3.8,Software Engineer,Facebook,4.5,4.3,2,4.2
safety regulations,truck driver,27022,4.5,Fort Meade,7101,MD,3.8,Fork Lift Driver,Facebook,4.5,4.3,2,4.2
marketing and sales representative,marketing associate,11483,4.5,Fort Meade,7102,MD,3.8,SEO Specialist,Facebook,4.5,4.3,2,4.2
laborer,warehouse worker,27025,4.5,Fort Meade,7103,MD,3.8,Forklift Driver,Facebook,4.5,4.3,2,4.2
manager,supervisor,60396,4.5,Fort Meade,7104,MD,3.8,Delivery Driver,Facebook,4.5,4.3,1,4.2
,,85197,4.5,Fort Meade,7105,MD,3.8,GUI Developer,Facebook,4.5,4.3,1,4.2
senior systems engineer,software development engineer,20522,4.5,Fort Meade,7106,MD,3.8,Systems Software Engineer,Facebook,4.5,4.3,1,4.2
web designer,production artist,61234,4.5,Fort Meade,7107,MD,3.8,Production Designer,Facebook,4.5,4.3,1,4.2
account manager,executive assistant,134375,4.5,Fort Meade,7108,MD,3.8,Social Media Coordinator,Facebook,4.5,4.3,1,4.2
,,52696,4.5,Fort Meade,7109,MD,3.8,Network Intelligence Analyst,Facebook,4.5,4.3,1,4.2
,,434236,4.5,Fort Meade,7110,MD,3.8,Social Media Marketing Analyst,Facebook,4.5,4.3,1,4.2
,,1440998,4.5,Fort Meade,7111,MD,3.8,CDL Fuel Driver,Facebook,4.5,4.3,1,4.2
,,127064,4.5,Fort Meade,7112,MD,3.8,Mid-level Software Engineer,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Fort Meade,7113,MD,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
senior software engineer,senior developer,3566,4.5,Fort Meade,7114,MD,3.8,Java Developer,Facebook,4.5,4.3,1,4.2
,,285707,4.5,Fort Meade,7115,MD,3.8,Student Marketing Assistant,Facebook,4.5,4.3,1,4.2
,,232906,4.5,Fort Meade,7116,MD,3.8,Software Engineer - Platform,Facebook,4.5,4.3,1,4.2
,senior software engineer,30270,4.5,Fort Meade,7117,MD,3.8,Software Developer,Facebook,4.5,4.3,1,4.2
,,401979,4.5,Fort Meade,7118,MD,3.8,Cloud Software Engineer,Facebook,4.5,4.3,1,4.2
,,829390,4.5,Fort Meade,7119,MD,3.8,Payment Posting Specialist,Facebook,4.5,4.3,1,4.2
,,765324,4.5,Fort Meade,7120,MD,3.8,"Software Engineer, JR",Facebook,4.5,4.3,1,4.2
,it manager,52481,4.5,Fort Meade,7121,MD,3.8,Network Engineer,Facebook,4.5,4.3,1,4.2
infrastructure analyst,programmer,19070,4.5,Fort Meade,7122,MD,3.8,Linux Systems Administrator,Facebook,4.5,4.3,1,4.2
junior level intelligence analyst,sigint analyst,9849,4.5,Fort Meade,7123,MD,3.8,Intelligence Analyst,Facebook,4.5,4.3,1,4.2
,,204971,4.5,Fort Meade,7124,MD,3.8,Insurance Collection Specialist,Facebook,4.5,4.3,1,4.2
account manager,supervisor,60210,4.5,Fort Meade,7125,MD,3.8,Customer Service Representative,Facebook,4.5,4.3,1,4.2
software developer,test engineer,4457,4.5,Fort Meade,7126,MD,3.8,Software Tester,Facebook,4.5,4.3,1,4.2
office administrator,case manager,9802,4.5,Fort Meade,7127,MD,3.8,Intake Specialist,Facebook,4.5,4.3,1,4.2
,,228728,4.5,Fort Meade,7128,MD,3.8,Corp Recruiter,Facebook,4.5,4.3,1,4.2
construction manager,construction superintendent,64181,4.5,Fort Meade,7129,MD,3.8,Superintendent,Facebook,4.5,4.3,1,4.2
,,465064,4.5,Fort Meade,7130,MD,3.8,Social Media Marketing Associate,Facebook,4.5,4.3,1,4.2
senior qa analyst,qa engineer,4447,4.5,Fort Meade,7131,MD,3.8,Software Test Engineer,Facebook,4.5,4.3,1,4.2
systems engineer,information security analyst supervisor,16886,4.5,Fort Meade,7132,MD,3.8,Information Systems Security Officer,Facebook,4.5,4.3,1,4.2
customer service representative,head teller,20857,4.5,Plaistow,7133,NH,3.8,Teller I,Facebook,4.5,4.3,34,4.2
,,43645,4.5,Plaistow,7134,NH,3.8,Financial Services Representative I,Facebook,4.5,4.3,29,4.2
office manager,co manager,13228,4.5,Plaistow,7135,NH,3.8,Media Coordinator,Facebook,4.5,4.3,25,4.2
administrative assistant,sales associate,60233,4.5,Plaistow,7136,NH,3.8,Customer Service Representative I,Facebook,4.5,4.3,9,4.2
sales associate,customer service representative,26256,4.5,Plaistow,7137,NH,3.8,Store Supervisor,Facebook,4.5,4.3,7,4.2
,,27794,4.5,Plaistow,7138,NH,3.8,Risk Specialist,Facebook,4.5,4.3,7,4.2
,,630740,4.5,Plaistow,7139,NH,3.8,Cashier-hourly,Facebook,4.5,4.3,6,4.2
,,342425,4.5,Plaistow,7140,NH,3.8,Social Media Supervisor,Facebook,4.5,4.3,5,4.2
account manager,executive assistant,134375,4.5,Plaistow,7141,NH,3.8,Social Media Coordinator,Facebook,4.5,4.3,4,4.2
,,826786,4.5,Plaistow,7142,NH,3.8,Commercial Loan Closer,Facebook,4.5,4.3,4,4.2
member service representative,receptionist,33688,4.5,Plaistow,7143,NH,3.8,Head Teller,Facebook,4.5,4.3,4,4.2
,,57646,4.5,Plaistow,7144,NH,3.8,Marketing Coordinator,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Plaistow,7145,NH,3.8,Marketing Intern,Facebook,4.5,4.3,3,4.2
accounts payable representative,accounts payable analyst,15351,4.5,Plaistow,7146,NH,3.8,Accounts Payable Coordinator,Facebook,4.5,4.3,3,4.2
sales associate,customer service,62290,4.5,Plaistow,7147,NH,3.8,Barista,Facebook,4.5,4.3,3,4.2
,,401912,4.5,Plaistow,7148,NH,3.8,Clinical Dietitian I,Facebook,4.5,4.3,3,4.2
,,531617,4.5,Plaistow,7149,NH,3.8,Temporary Marketing Assistant,Facebook,4.5,4.3,3,4.2
senior accountant,business analyst,65040,4.5,Plaistow,7150,NH,3.8,Tax Analyst,Facebook,4.5,4.3,2,4.2
,,65295,4.5,Plaistow,7151,NH,3.8,Corporate Actions Analyst,Facebook,4.5,4.3,2,4.2
,,2960470,4.5,Plaistow,7152,NH,3.8,Inside Sales Business Development Representative,Facebook,4.5,4.3,2,4.2
owner,production manager,156641,4.5,Plaistow,7153,NH,3.8,Digital Marketing Specialist,Facebook,4.5,4.3,2,4.2
,,4683,4.5,Plaistow,7154,NH,3.8,Social Media Analyst,Facebook,4.5,4.3,2,4.2
,,448775,4.5,Plaistow,7155,NH,3.8,Multimedia Journalist,Facebook,4.5,4.3,2,4.2
,,29371,4.5,Plaistow,7156,NH,3.8,Scientist,Facebook,4.5,4.3,2,4.2
,,252023,4.5,Plaistow,7157,NH,3.8,Catering Sales Coordinator,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Plaistow,7158,NH,3.8,Software Engineer,Facebook,4.5,4.3,2,4.2
bar manager,volunteer,47979,4.5,Plaistow,7159,NH,3.8,Website Designer,Facebook,4.5,4.3,2,4.2
,,21299,4.5,Plaistow,7160,NH,3.8,General Ledger Staff Accountant,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,Kingman,7161,AZ,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,2,4.2
,,145745,4.5,Kingman,7162,AZ,3.8,Delivery Driver Cdl,Facebook,4.5,4.3,1,4.2
,,1377944,4.5,Kingman,7163,AZ,3.8,Warehouse Associate/Distribution Center,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,"Tysons Corner, Fairfax",7164,VA,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,393,4.2
customer service representative,head teller,20857,4.5,"Tysons Corner, Fairfax",7165,VA,3.8,Teller I,Facebook,4.5,4.3,178,4.2
,,13596,4.5,"Tysons Corner, Fairfax",7166,VA,3.8,Merchandiser,Facebook,4.5,4.3,95,4.2
,,690002,4.5,"Tysons Corner, Fairfax",7167,VA,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,88,4.2
,,43645,4.5,"Tysons Corner, Fairfax",7168,VA,3.8,Financial Services Representative I,Facebook,4.5,4.3,87,4.2
,,215345,4.5,"Tysons Corner, Fairfax",7169,VA,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,73,4.2
planning assistant,assistant manager,28308,4.5,"Tysons Corner, Fairfax",7170,VA,3.8,Sales Trainee,Facebook,4.5,4.3,72,4.2
administrative assistant,sales associate,60233,4.5,"Tysons Corner, Fairfax",7171,VA,3.8,Customer Service Representative I,Facebook,4.5,4.3,48,4.2
,marketing manager,68707,4.5,"Tysons Corner, Fairfax",7172,VA,3.8,Social Media Specialist,Facebook,4.5,4.3,48,4.2
,,127297,4.5,"Tysons Corner, Fairfax",7173,VA,3.8,Wings Team,Facebook,4.5,4.3,46,4.2
member service representative,receptionist,33688,4.5,"Tysons Corner, Fairfax",7174,VA,3.8,Head Teller,Facebook,4.5,4.3,42,4.2
,,232704,4.5,"Tysons Corner, Fairfax",7175,VA,3.8,Warehouse Loader,Facebook,4.5,4.3,41,4.2
account manager,executive assistant,134375,4.5,"Tysons Corner, Fairfax",7176,VA,3.8,Social Media Coordinator,Facebook,4.5,4.3,41,4.2
class a cdl driver,cdl driver,5993,4.5,"Tysons Corner, Fairfax",7177,VA,3.8,Cdl Class A Driver,Facebook,4.5,4.3,35,4.2
,,4279,4.5,"Tysons Corner, Fairfax",7178,VA,3.8,Software Engineer,Facebook,4.5,4.3,32,4.2
,,1440998,4.5,"Tysons Corner, Fairfax",7179,VA,3.8,CDL Fuel Driver,Facebook,4.5,4.3,32,4.2
cashier,cna,56787,4.5,"Tysons Corner, Fairfax",7180,VA,3.8,Certified Nursing Assistant,Facebook,4.5,4.3,31,4.2
,,628249,4.5,"Tysons Corner, Fairfax",7181,VA,3.8,Teller I - Full-time,Facebook,4.5,4.3,31,4.2
marketing associate,volunteer,13314,4.5,"Tysons Corner, Fairfax",7182,VA,3.8,Marketing Intern,Facebook,4.5,4.3,30,4.2
,,57646,4.5,"Tysons Corner, Fairfax",7183,VA,3.8,Marketing Coordinator,Facebook,4.5,4.3,30,4.2
home health aide,dietary aide,38373,4.5,"Tysons Corner, Fairfax",7184,VA,3.8,Food Service Worker,Facebook,4.5,4.3,29,4.2
sales associate,customer service representative,26256,4.5,"Tysons Corner, Fairfax",7185,VA,3.8,Store Supervisor,Facebook,4.5,4.3,28,4.2
administrative assistant,sales associate,44836,4.5,"Tysons Corner, Fairfax",7186,VA,3.8,Sales Representative,Facebook,4.5,4.3,28,4.2
,manager,50838,4.5,"Tysons Corner, Fairfax",7187,VA,3.8,Sales Associate,Facebook,4.5,4.3,27,4.2
office manager,co manager,13228,4.5,"Tysons Corner, Fairfax",7188,VA,3.8,Media Coordinator,Facebook,4.5,4.3,26,4.2
,,630740,4.5,"Tysons Corner, Fairfax",7189,VA,3.8,Cashier-hourly,Facebook,4.5,4.3,25,4.2
,,157677,4.5,"Tysons Corner, Fairfax",7190,VA,3.8,Weekend Registered Nurse,Facebook,4.5,4.3,24,4.2
executive assistant,executive administrative assistant,15954,4.5,"Tysons Corner, Fairfax",7191,VA,3.8,Administrative Assistant,Facebook,4.5,4.3,24,4.2
owner,account manager,43918,4.5,"Tysons Corner, Fairfax",7192,VA,3.8,Financial Advisor,Facebook,4.5,4.3,23,4.2
lead cook,prep cook,45091,4.5,"Tysons Corner, Fairfax",7193,VA,3.8,Cook,Facebook,4.5,4.3,23,4.2
legal intern,staff writer,194651,4.5,"Tysons Corner, Fairfax",7194,VA,3.8,Social Media Intern,Facebook,4.5,4.3,22,4.2
,,1257676,4.5,Sheboygan,7195,WI,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
owner,account manager,43918,4.5,Macon,7196,GA,3.8,Financial Advisor,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Gulfport,7197,MS,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,2,4.2
,,43645,4.5,Morristown,7198,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,27,4.2
customer service representative,head teller,20857,4.5,Morristown,7199,NJ,3.8,Teller I,Facebook,4.5,4.3,21,4.2
administrative assistant,sales associate,60233,4.5,Morristown,7200,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,13,4.2
sales associate,customer service representative,26256,4.5,Morristown,7201,NJ,3.8,Store Supervisor,Facebook,4.5,4.3,10,4.2
member service representative,receptionist,33688,4.5,Morristown,7202,NJ,3.8,Head Teller,Facebook,4.5,4.3,10,4.2
account manager,executive assistant,134375,4.5,Morristown,7203,NJ,3.8,Social Media Coordinator,Facebook,4.5,4.3,9,4.2
,,690002,4.5,Morristown,7204,NJ,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,8,4.2
,,214607,4.5,Morristown,7205,NJ,3.8,Social Media Associate,Facebook,4.5,4.3,7,4.2
,,57646,4.5,Morristown,7206,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,7,4.2
legal intern,staff writer,194651,4.5,Morristown,7207,NJ,3.8,Social Media Intern,Facebook,4.5,4.3,6,4.2
,,215345,4.5,Morristown,7208,NJ,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,6,4.2
account manager,branch manager,14087,4.5,Morristown,7209,NJ,3.8,Mortgage Loan Officer,Facebook,4.5,4.3,5,4.2
,,6538,4.5,Morristown,7210,NJ,3.8,CISO,Facebook,4.5,4.3,4,4.2
technical recruiter,office manager,32680,4.5,Morristown,7211,NJ,3.8,Recruiter,Facebook,4.5,4.3,4,4.2
,,106933,4.5,Morristown,7212,NJ,3.8,IT Audit Compliance Specialist,Facebook,4.5,4.3,4,4.2
,marketing manager,68707,4.5,Morristown,7213,NJ,3.8,Social Media Specialist,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,57607,4.5,Morristown,7214,NJ,3.8,Marketing Associate,Facebook,4.5,4.3,4,4.2
,,472028,4.5,Morristown,7215,NJ,3.8,Data Scientist - Analytics,Facebook,4.5,4.3,4,4.2
,,371530,4.5,Morristown,7216,NJ,3.8,Social Media Editor,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Morristown,7217,NJ,3.8,Marketing Intern,Facebook,4.5,4.3,4,4.2
,,281350,4.5,Morristown,7218,NJ,3.8,Data Strategist,Facebook,4.5,4.3,4,4.2
associate producer,video editor director of photography,47407,4.5,Morristown,7219,NJ,3.8,Video Editor,Facebook,4.5,4.3,4,4.2
,,29637,4.5,Morristown,7220,NJ,3.8,Investment Banking Summer Analyst,Facebook,4.5,4.3,3,4.2
,,29598,4.5,Morristown,7221,NJ,3.8,Investigative Analyst,Facebook,4.5,4.3,3,4.2
,,133146,4.5,Morristown,7222,NJ,3.8,Marketing Communications Intern,Facebook,4.5,4.3,3,4.2
business analyst,account manager,13212,4.5,Morristown,7223,NJ,3.8,Media Analyst,Facebook,4.5,4.3,3,4.2
customer service representative,head teller,20857,4.5,South Portland,7224,ME,3.8,Teller I,Facebook,4.5,4.3,19,4.2
,,43645,4.5,South Portland,7225,ME,3.8,Financial Services Representative I,Facebook,4.5,4.3,10,4.2
administrative assistant,sales associate,60233,4.5,South Portland,7226,ME,3.8,Customer Service Representative I,Facebook,4.5,4.3,4,4.2
member service representative,receptionist,33688,4.5,South Portland,7227,ME,3.8,Head Teller,Facebook,4.5,4.3,4,4.2
,,342990,4.5,South Portland,7228,ME,3.8,Information Analyst IV,Facebook,4.5,4.3,4,4.2
,,62853,4.5,South Portland,7229,ME,3.8,BUSINESS SYSTEMS SPECIALIST,Facebook,4.5,4.3,3,4.2
,,27794,4.5,South Portland,7230,ME,3.8,Risk Specialist,Facebook,4.5,4.3,2,4.2
,,240586,4.5,South Portland,7231,ME,3.8,Quality Assurance Associate I,Facebook,4.5,4.3,2,4.2
heavy equipment operator,dump truck driver,14416,4.5,South Portland,7232,ME,3.8,Truck Driver,Facebook,4.5,4.3,1,4.2
,,248292,4.5,South Portland,7233,ME,3.8,Digital Marketing Coordinator,Facebook,4.5,4.3,1,4.2
,,1208450,4.5,South Portland,7234,ME,3.8,Digital Content Copywriter,Facebook,4.5,4.3,1,4.2
,,516782,4.5,Huntsville,7235,AL,3.8,Customer Service Representative - Hourly,Facebook,4.5,4.3,2,4.2
,,215345,4.5,Longmeadow,7236,MA,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,2,4.2
,,232704,4.5,Longmeadow,7237,MA,3.8,Warehouse Loader,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,Longmeadow,7238,MA,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
,,18079,4.5,Longmeadow,7239,MA,3.8,Activities Assistant,Facebook,4.5,4.3,1,4.2
release software engineer,software engineer,30637,4.5,Eagan,7240,MN,3.8,Software Quality Engineer,Facebook,4.5,4.3,4,4.2
,,388590,4.5,Eagan,7241,MN,3.8,Catering Worker,Facebook,4.5,4.3,3,4.2
graphic,freelance designer,39418,4.5,Eagan,7242,MN,3.8,Graphic Designer,Facebook,4.5,4.3,3,4.2
,,13596,4.5,Eagan,7243,MN,3.8,Merchandiser,Facebook,4.5,4.3,2,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,Eagan,7244,MN,3.8,Co,Facebook,4.5,4.3,2,4.2
,,870103,4.5,Eagan,7245,MN,3.8,CNC Swiss Machinist,Facebook,4.5,4.3,2,4.2
assistant manager,administrative assistant,44884,4.5,Eagan,7246,MN,3.8,Sales Specialist,Facebook,4.5,4.3,2,4.2
auto mechanic,heavy equipment mechanic,41494,4.5,Eagan,7247,MN,3.8,Diesel Mechanic,Facebook,4.5,4.3,2,4.2
executive assistant,sales representative,28220,4.5,Eagan,7248,MN,3.8,Sales Coordinator,Facebook,4.5,4.3,1,4.2
,,608656,4.5,Eagan,7249,MN,3.8,Content Marketing Intern,Facebook,4.5,4.3,1,4.2
law clerk,executive assistant,62158,4.5,Eagan,7250,MN,3.8,Brand Specialist,Facebook,4.5,4.3,1,4.2
,,3070794,4.5,Eagan,7251,MN,3.8,CNC Vertical Mill Machinist,Facebook,4.5,4.3,1,4.2
,,443084,4.5,Eagan,7252,MN,3.8,Painter/Blaster,Facebook,4.5,4.3,1,4.2
,,508610,4.5,Eagan,7253,MN,3.8,Digital Marketing Internship,Facebook,4.5,4.3,1,4.2
,,85080,4.5,Eagan,7254,MN,3.8,Electrical/Mechanical Construction Field Engineer,Facebook,4.5,4.3,1,4.2
,,137631,4.5,Eagan,7255,MN,3.8,Outside Parts Sales,Facebook,4.5,4.3,1,4.2
,,1068124,4.5,Eagan,7256,MN,3.8,Client Support Representative I,Facebook,4.5,4.3,1,4.2
supervisor,mold maker,21752,4.5,Eagan,7257,MN,3.8,Tool and Die Maker,Facebook,4.5,4.3,1,4.2
,,86932,4.5,Eagan,7258,MN,3.8,Graphics Marketing Coordinator,Facebook,4.5,4.3,1,4.2
,,364998,4.5,Eagan,7259,MN,3.8,Field Service Technician I,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Eagan,7260,MN,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
,,50766,4.5,Eagan,7261,MN,3.8,Sales and Design Consultant,Facebook,4.5,4.3,1,4.2
consultant,software engineer,46094,4.5,Eagan,7262,MN,3.8,Data Analyst,Facebook,4.5,4.3,1,4.2
,,186180,4.5,Eagan,7263,MN,3.8,Paid Search Strategist,Facebook,4.5,4.3,1,4.2
,,370373,4.5,Eagan,7264,MN,3.8,Truck Sales Representative,Facebook,4.5,4.3,1,4.2
,,325910,4.5,Eagan,7265,MN,3.8,Mechanical Systems Designer,Facebook,4.5,4.3,1,4.2
,,211909,4.5,Eagan,7266,MN,3.8,Social Media Writer,Facebook,4.5,4.3,1,4.2
,,356263,4.5,Eagan,7267,MN,3.8,Stockhandler,Facebook,4.5,4.3,1,4.2
,,123659,4.5,Eagan,7268,MN,3.8,Associate Data Analyst,Facebook,4.5,4.3,1,4.2
,,963749,4.5,Eagan,7269,MN,3.8,Digital Ad Operations Specialist,Facebook,4.5,4.3,1,4.2
,,46426,4.5,Eagan,7270,MN,3.8,Online Marketing Specialist,Facebook,4.5,4.3,1,4.2
,,232704,4.5,Eagan,7271,MN,3.8,Warehouse Loader,Facebook,4.5,4.3,1,4.2
marketing coordinator,intern,57642,4.5,Eagan,7272,MN,3.8,Marketing Consultant,Facebook,4.5,4.3,1,4.2
,,258694,4.5,Eagan,7273,MN,3.8,Market Research Administrator,Facebook,4.5,4.3,1,4.2
,manager,50838,4.5,Eagan,7274,MN,3.8,Sales Associate,Facebook,4.5,4.3,1,4.2
class a cdl driver,cdl driver,5993,4.5,Sarasota,7275,FL,3.8,Cdl Class A Driver,Facebook,4.5,4.3,2,4.2
,,13596,4.5,Sarasota,7276,FL,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
executive assistant,executive administrative assistant,15954,4.5,Sarasota,7277,FL,3.8,Administrative Assistant,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Bloomsburg,7278,PA,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Sidney,7279,OH,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
administrative assistant,bookkeeper,15347,4.5,Wingate,7280,NC,3.8,Accounts Payable Assistant,Facebook,4.5,4.3,5,4.2
,,690002,4.5,Wingate,7281,NC,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,3,4.2
,,109670,4.5,Wingate,7282,NC,3.8,Quantitative Analyst I,Facebook,4.5,4.3,3,4.2
administrative assistant,billing coordinator,62031,4.5,Wingate,7283,NC,3.8,Billing Clerk,Facebook,4.5,4.3,2,4.2
telecommunication technician,cad technician,58603,4.5,Wingate,7284,NC,3.8,Technician I,Facebook,4.5,4.3,2,4.2
,,728026,4.5,Wingate,7285,NC,3.8,Insurance Reimbursement Specialist,Facebook,4.5,4.3,2,4.2
accounts payable analyst,accounts payable coordinator,15357,4.5,Wingate,7286,NC,3.8,Accounts Payable Specialist,Facebook,4.5,4.3,2,4.2
,,1300578,4.5,Wingate,7287,NC,3.8,Mortgage Loan Originator-Consumer Direct,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,Wingate,7288,NC,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,73009,4.5,Wingate,7289,NC,3.8,Inside Account Representative,Facebook,4.5,4.3,1,4.2
,,974146,4.5,Wingate,7290,NC,3.8,Tractor/Trailer Mechanic,Facebook,4.5,4.3,1,4.2
,,638806,4.5,Wingate,7291,NC,3.8,Insided Classified Sales Representative,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Wingate,7292,NC,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
marketing associate,volunteer,13314,4.5,Wingate,7293,NC,3.8,Marketing Intern,Facebook,4.5,4.3,1,4.2
distribution manager,facility manager,35902,4.5,Wingate,7294,NC,3.8,Distribution Supervisor,Facebook,4.5,4.3,1,4.2
,,62050,4.5,Wingate,7295,NC,3.8,Billing Systems Analyst,Facebook,4.5,4.3,1,4.2
,,808743,4.5,Wingate,7296,NC,3.8,Social Media Evaluator,Facebook,4.5,4.3,1,4.2
payroll specialist,payroll coordinator,47017,4.5,Wingate,7297,NC,3.8,Payroll,Facebook,4.5,4.3,1,4.2
,,1400080,4.5,Wingate,7298,NC,3.8,Loan Processor IV,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Monmouth,7299,IL,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,690002,4.5,Orange,7300,CA,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,6,4.2
